Player,rating,totalRating,countRating,goals,bigChancesCreated,bigChancesMissed,assists,expectedAssists,goalsAssistsSum,accuratePasses,inaccuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,tackles,interceptions,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,shotsOffTarget,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,penaltyWon,penaltyConceded,shotFromSetPiece,freeKickGoal,goalsFromInsideTheBox,goalsFromOutsideTheBox,shotsFromInsideTheBox,shotsFromOutsideTheBox,headedGoals,leftFootGoals,rightFootGoals,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToGoal,errorLeadToShot,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,wasFouled,fouls,hitWoodwork,ownGoals,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,penaltyFaced,penaltySave,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,matchesStarted,penaltyConversion,setPieceConversion,totalAttemptAssist,totalContest,totalCross,duelLost,aerialLost,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,totalLongBalls,goalsConceded,tacklesWon,tacklesWonPercentage,scoringFrequency,yellowRedCards,savesCaught,savesParried,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,expectedGoals,goalKicks,ballRecovery,id,type,appearances,goalsPrevented,Value,Positions,Height,Main position
Kasey McAteer,7.03,45.7,0.0,0.0,0.0,0.0,0.0,0.0724190135509694,0.0,76.0,4.0,80.0,6.52646985709228,4.0,12.0,14.0,0.0,0.0,92.0,10.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,4.0,13.411955539926836,0.0,35.005308263019955,14.0,38.33114477689615,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,17.304733617628116,4.0,0.0,0.0,2.0,20.0,2.0,0.0,0.0,112.0,0.0,2.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,26.0,12.0,0.0,0.0,0.0,2.0,0.0,10.0,24.4083999038789,0.0,0.0,0.0,0.0,20.0,6.0,0.0,0.440102372243355,0.0,26.0,1520148.0,overall,0.0,0.0,€900k,"['Right Winger', 'Left Winger', 'Attacking Midfield']","1,77 m",Right Winger
Kepa Arrizabalaga,7.46,6.9,4.0,0.0,0.0,0.0,0.0,0.0201261545535438,0.0,98.0,46.0,12.0,83.6252613929282,190.0,24.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,98.0,0.0,88.0,462.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.0,68.87306811454752,16.0,0.0,0.0,0.0,12.0,0.0,14.0,10.0,154.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,28.0,0.0,18.0,0.0,10.0,4.0,0.0,6.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0,24.0,0.0,0.0,0.0,0.0,0.0,6.0,234.0,68.0,0.0,0.0,26.0,42.0,1541634.0,overall,10.0,-1.256093764257178,€12.00m,['Goalkeeper'],"1,88 m",Goalkeeper
Kevin De Bruyne,7.45,3.4,10.0,2.0,4.0,0.0,0.0,2.2174701562403545,6.0,350.0,22.0,56.0,52.0,22.0,352.0,274.0,34.0,4.0,138.0,2.0,2.0,2.0,0.0,0.0,8.0,42.66540936262865,30.0,4.0,10.0,16.0,65.09134231459032,0.0,5.060552787467113,10.0,34.0,582.0,3.9777605726837546,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,26.0,149.673850306699,0.0,0.0,0.0,14.0,124.0,6.0,8.0,28.0,22.0,2.0,6.0,2.0,0.0,8.0,2.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,38.0,18.0,76.0,46.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,108.0,126.57736141672468,0.0,0.0,0.0,104.0,136.0,0.0,3.0702764073180298,0.0,20.0,1516490.0,overall,0.0,0.0,€45.00m,"['Attacking Midfield', 'Central Midfield']","1,81 m",Attacking Midfield
Kevin Schade,7.43,150.9,16.0,2.0,0.0,6.0,0.0,0.6182531651743202,6.0,32.0,34.0,126.0,73.27100405013837,22.0,4.0,62.0,0.0,12.0,4.010620132810672,4.0,0.0,0.0,0.0,0.0,0.0,13.590164673278007,20.0,12.0,6.0,56.0,37.29940969659399,24.0,104.3044306628128,74.0,95.46500644331726,820.0,17.374836525455017,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,14.0,2.0,0.0,0.0,0.0,0.0,7.645971986200223,12.0,0.0,0.0,4.0,66.0,2.0,8.0,2.0,20.0,12.0,6.0,0.0,0.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,4.0,0.0,16.0,2.0,26.0,0.0,0.0,0.0,0.0,4.0,18.0,116.0,280.0,0.0,0.0,0.0,52.0,2.0,0.0,2.794024027971057,0.0,36.0,1515004.0,overall,8.0,0.0,€22.00m,"['Left Winger', 'Right Winger', 'Centre-Forward']","1,85 m",Left Winger
Kieran Trippier,6.41,44.1,10.0,0.0,0.0,0.0,0.0,0.2817541118643758,0.0,280.0,36.0,364.0,110.86157167982684,154.0,24.0,16.0,0.0,0.0,46.0,8.0,0.0,0.0,0.0,0.0,8.0,40.96664462066143,0.0,0.0,0.0,6.0,26.01102866369297,6.0,39.57985189181334,36.0,53.013452486198574,584.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,89.55913473814337,4.0,0.0,0.0,0.0,32.0,0.0,18.0,12.0,306.0,2.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.7201190144096827,0.0,0.0,0.0,0.0,36.0,48.0,0.0,0.0163939658256262,0.0,6.0,1532696.0,overall,2.0,0.0,€10.00m,"['Right-Back', 'Right Midfield', 'Left-Back']","1,73 m",Right-Back
Kiernan Dewsbury-Hall,6.54,64.2,2.0,0.0,0.0,0.0,0.0,0.077556974072512,0.0,74.0,2.0,68.0,66.45454807463959,2.0,18.0,10.0,0.0,0.0,174.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,64.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.183328207404,2.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,44.0,0.0,0.0,0.0,2.0,1516464.0,overall,8.0,0.0,€30.00m,"['Central Midfield', 'Defensive Midfield', 'Attacking Midfield']","1,78 m",Central Midfield
Konstantinos Mavropanos,6.9,128.9,16.0,0.0,0.0,0.0,0.0,0.0164818817279854,0.0,324.0,42.0,542.0,165.2412460990679,112.0,236.0,8.0,0.0,4.0,97.84225822499836,28.0,14.0,0.0,0.0,0.0,0.0,42.0,14.0,0.0,8.0,28.0,78.80248616819352,42.0,86.6555590983297,48.0,89.36977999728813,204.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,20.0,78.0,36.0,0.0,0.0,0.0,28.0,0.0,16.0,38.0,1110.0,2.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,88.0,6.0,22.0,22.0,0.0,0.0,0.0,0.0,226.0,202.0,0.0,1.1588805542241645,0.0,32.0,1511942.0,overall,0.0,0.0,€20.00m,['Centre-Back'],"1,94 m",Centre-Back
Konstantinos Tsimikas,5.77,78.9,4.0,0.0,2.0,0.0,0.0,0.5715345885594324,0.0,44.0,2.0,68.0,73.96281196505888,90.0,22.0,60.0,0.0,2.0,54.0,10.0,4.0,0.0,0.0,0.0,0.0,7.938012805810345,0.0,0.0,0.0,26.0,62.01856083064327,0.0,38.0,34.0,76.05708432153565,96.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,29.680028518503917,6.0,0.0,0.0,0.0,12.0,0.0,4.0,6.0,68.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,16.0,0.0,0.0,0.0,0.0,24.0,0.0,6.0,67.33585170391395,0.0,0.0,0.0,0.0,24.0,112.0,0.0,0.047945257257537,0.0,18.0,1508940.0,overall,8.0,0.0,€22.00m,['Left-Back'],"1,79 m",Left-Back
Kosta Nedeljkovic,6.19,9.4,2.0,0.0,0.0,0.0,0.0,0.0194708903943841,0.0,16.0,4.0,32.0,147.29850089434404,20.0,0.0,10.0,0.0,0.0,46.0,4.0,0.0,0.0,0.0,0.0,0.0,180.0,0.0,0.0,0.0,4.0,121.41019609779794,0.0,0.0,4.0,4.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,88.4677055427954,0.0,0.0,0.0,0.0,12.0,22.0,0.0,0.0,0.0,2.0,1511968.0,overall,4.0,0.0,€8.00m,"['Right-Back', 'Right Midfield']","1,84 m",Right-Back
Kristoffer Ajer,6.46,23.4,12.0,0.0,0.0,0.0,0.0,0.082375533074911,0.0,142.0,0.0,514.0,46.85021552478803,222.0,146.0,4.0,0.0,4.0,20.0,10.0,0.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,70.74618905591791,14.0,12.0,30.0,36.91481008807508,216.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.8653574728524234,4.0,0.0,0.0,10.0,40.0,0.0,20.0,10.0,578.0,4.0,6.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,10.0,4.0,50.0,4.0,0.0,0.0,0.0,32.0,10.0,2.0,78.9497868131296,0.0,0.0,0.0,0.0,182.0,164.0,0.0,0.1702600263670296,0.0,14.0,1515046.0,overall,8.0,0.0,€15.00m,"['Centre-Back', 'Right-Back', 'Left-Back']","1,98 m",Centre-Back
Lamare Bogarde,6.82,2.4,0.0,0.0,0.0,0.0,0.0,0.0978758052430459,0.0,114.0,18.0,16.0,108.2799069307886,14.0,16.0,28.0,0.0,2.0,108.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,28.197772583955036,0.0,64.0,0.0,33.55514931229427,88.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,19.55678365368504,0.0,0.0,0.0,10.0,46.0,0.0,4.0,0.0,158.0,6.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,2.0,50.0,0.0,0.0,0.0,0.0,32.0,132.0,0.0,0.0,0.0,0.0,1541672.0,overall,0.0,0.0,€450k,"['Centre-Back', 'Defensive Midfield', 'Central Midfield']","1,85 m",Centre-Back
Leny Yoro,6.87,12.5,0.0,0.0,0.0,0.0,0.0,0.0031294840985271,0.0,6.0,2.0,16.0,32.53695902093099,12.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,64.0,0.0,154.0,6.0,130.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.517520631001133,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1684532.0,overall,0.0,0.0,€55.00m,['Centre-Back'],"1,90 m",Centre-Back
Leon Bailey,7.78,106.0,22.0,0.0,0.0,0.0,2.0,2.415875078623871,2.0,6.0,10.0,2.0,81.52490637819665,60.0,164.0,144.0,8.0,4.0,66.32625363134063,0.0,2.0,0.0,0.0,0.0,0.0,20.0,14.0,0.0,6.0,20.0,15.065416112697996,4.0,52.179136977801505,8.0,56.2770713393484,1180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,94.20516993664842,10.0,0.0,0.0,34.0,106.0,0.0,8.0,16.0,6.0,14.0,14.0,2.0,0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,16.0,22.0,8.0,6.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,30.10384378184378,0.0,0.0,0.0,0.0,40.0,272.0,0.0,0.8510516423545615,0.0,68.0,1511958.0,overall,16.0,0.0,€42.00m,"['Right Winger', 'Left Winger']","1,78 m",Right Winger
Lesley Ugochukwu,7.41,55.9,4.0,0.0,0.0,0.0,0.0,0.0011048306671989,0.0,134.0,10.0,92.0,148.4432258793821,62.0,18.0,20.0,2.0,2.0,130.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.36236722652126,2.0,132.0,18.0,28.0,286.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,206.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,10.0,0.0,0.0,0.0,0.0,38.0,20.0,0.0,0.0794904912052982,0.0,16.0,1584990.0,overall,6.0,0.0,€25.00m,"['Defensive Midfield', 'Central Midfield']","1,90 m",Defensive Midfield
Levi Colwill,7.98,15.2,16.0,0.0,0.0,0.0,0.0,1.6128305450770095,0.0,830.0,72.0,662.0,140.30628878102186,1010.0,416.0,86.0,2.0,2.0,32.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,40.0,44.0,2.0,68.56811558302945,54.0,3.740649597824728,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,60.0,60.0972084787725,70.0,0.0,0.0,4.0,92.0,0.0,14.0,16.0,892.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,4.0,0.0,0.0,40.0,10.0,0.0,0.0,0.0,94.0,8.0,10.0,125.89575003878932,0.0,0.0,0.0,0.0,724.0,640.0,0.0,0.3071789593576869,32.0,50.0,1516500.0,overall,8.0,0.0,€50.00m,"['Centre-Back', 'Left-Back']","1,87 m",Centre-Back
Lewis Hall,6.76,6.6,26.0,0.0,2.0,0.0,0.0,1.0058693466089346,0.0,202.0,106.0,1112.0,25.521406936976817,120.0,434.0,110.0,24.0,2.0,18.12019352029991,40.0,0.0,0.0,0.0,0.0,4.0,6.886105247664361,6.0,0.0,2.0,64.0,47.88553008000417,12.0,61.432143686809546,18.0,24.621608878384272,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,41.10695646370528,0.0,0.0,0.0,20.0,32.0,4.0,30.0,32.0,1334.0,12.0,2.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,30.0,0.0,84.0,20.0,8.0,0.0,0.0,0.0,36.0,4.0,18.0,71.67412768208362,0.0,0.0,0.0,0.0,340.0,474.0,0.0,0.1606824009465509,0.0,18.0,1510370.0,overall,24.0,0.0,€22.00m,"['Left-Back', 'Left Midfield', 'Central Midfield']","1,79 m",Left-Back
Liam Delap,6.45,152.8,20.0,2.0,0.0,6.0,0.0,0.0787881762389005,10.0,100.0,72.0,196.0,89.04101469790726,8.0,88.0,48.0,8.0,20.0,62.24818656408463,4.0,0.0,4.0,0.0,0.0,0.0,0.0,22.0,4.0,12.0,40.0,36.86481605344812,10.0,67.60812764050247,76.0,67.3166301952565,1194.0,44.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,10.0,2.0,0.0,4.0,0.0,2.0,47.75218157589259,2.0,0.0,0.0,30.0,230.0,2.0,8.0,0.0,540.0,26.0,16.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,132.0,34.0,0.0,0.0,0.0,8.0,16.0,0.0,34.0,235.9291013471364,0.0,0.0,0.0,6.0,138.0,0.0,3.649323924886119,0.0,38.0,1508988.0,overall,24.0,0.0,€15.00m,"['Centre-Forward', 'Right Winger']","1,86 m",Centre-Forward
Lucas Bergvall,8.07,27.0,2.0,0.0,0.0,0.0,0.0,0.5538069329453578,0.0,110.0,10.0,22.0,105.61053749135282,4.0,0.0,0.0,4.0,2.0,106.0,10.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,84.1393411238706,0.0,42.0,14.0,13.002166341418544,144.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,172.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,16.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,94.0,0.0,0.0,0.0,0.0,30.0,32.0,0.0,0.099788611821353,0.0,2.0,1520160.0,overall,12.0,0.0,€12.00m,"['Central Midfield', 'Attacking Midfield']","1,87 m",Central Midfield
Lucas Digne,6.35,190.5,16.0,0.0,10.0,0.0,0.0,0.1957203603242723,2.0,122.0,74.0,230.0,117.10634272555863,330.0,408.0,160.0,2.0,6.0,18.0,52.0,8.0,2.0,0.0,0.0,26.0,13.02064704898218,12.0,2.0,0.0,52.0,79.04006436100084,20.0,52.0,92.0,52.0,242.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,6.0,0.0,0.0,0.0,8.0,5.2493456616083805,52.0,0.0,0.0,6.0,182.0,0.0,24.0,18.0,852.0,2.0,2.0,0.0,0.0,16.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,36.0,12.0,8.0,64.0,22.0,0.0,0.0,0.0,18.0,10.0,12.0,72.47773318115517,0.0,0.0,0.0,0.0,52.0,260.0,0.0,0.6204736349081038,0.0,40.0,1511944.0,overall,4.0,0.0,€12.00m,"['Left-Back', 'Left Midfield']","1,78 m",Left-Back
Lucas Paqueta,6.38,62.0,12.0,2.0,0.0,0.0,0.0,1.1001929779379902,0.0,450.0,146.0,108.0,153.87625292458915,216.0,0.0,78.0,6.0,2.0,86.45475458692457,46.0,4.0,6.0,0.0,0.0,0.0,30.0,32.0,0.0,2.0,20.0,76.92767733475009,24.0,30.52834522414757,78.0,21.73160573145408,1302.0,17.906142113104437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,10.0,0.0,0.0,0.0,18.0,15.582431571521631,6.0,0.0,2.0,0.0,148.0,4.0,12.0,54.0,14.0,14.0,30.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,102.0,0.0,12.0,20.0,2.0,60.0,24.0,0.0,0.0,0.0,114.0,20.0,2.0,74.0,591.7458829605339,0.0,0.0,0.0,66.0,156.0,0.0,1.7105961780344736,0.0,40.0,1511960.0,overall,6.0,0.0,€55.00m,"['Attacking Midfield', 'Central Midfield', 'Left Midfield']","1,80 m",Attacking Midfield
Luis Diaz,5.94,56.4,22.0,0.0,4.0,0.0,2.0,0.7063675415936064,6.0,168.0,10.0,348.0,91.84005074160382,62.0,288.0,78.0,30.0,22.0,5.27846034412083,4.0,0.0,0.0,0.0,0.0,0.0,28.0,40.0,14.0,6.0,62.0,24.20984537232929,2.0,64.6799913030308,46.0,57.42442217707953,172.0,32.658841697852665,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,12.0,2.0,0.0,0.0,0.0,8.0,82.0,4.0,0.0,0.0,22.0,88.0,4.0,8.0,10.0,386.0,16.0,22.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,16.0,8.0,100.0,6.0,0.0,0.0,0.0,10.0,2.0,6.0,66.81740277233502,112.33032669427436,0.0,0.0,0.0,30.0,252.0,2.0,5.734851414136522,0.0,20.0,1508942.0,overall,26.0,0.0,€80.00m,"['Left Winger', 'Right Winger', 'Left Midfield']","1,80 m",Left Winger
Luis Guilherme,6.15,17.9,2.0,0.0,0.0,0.0,0.0,0.0015747741760052,0.0,2.0,0.0,4.0,17.616235406685774,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,89.56292059458099,0.0,0.0,0.0,48.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1622428.0,overall,2.0,0.0,€24.00m,"['Right Winger', 'Attacking Midfield', 'Left Winger']","1,75 m",Right Winger
Luke Shaw,6.49,21.5,2.0,0.0,0.0,0.0,0.0,0.0255770226465596,0.0,120.0,20.0,164.0,173.94200584998288,20.0,24.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,100.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,48.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,8.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,1674339.0,overall,2.0,0.0,€28.00m,"['Left-Back', 'Centre-Back']","1,78 m",Left-Back
Luke Thomas,6.25,7.7,0.0,0.0,0.0,0.0,0.0,0.0510501267997511,0.0,18.0,6.0,44.0,13.399050886662096,8.0,32.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,68.0,2.0,56.0,8.0,82.66545305519836,138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,132.0,0.0,0.0,0.0,0.0,42.0,10.0,0.0,0.0259855593746534,0.0,4.0,1681150.0,overall,0.0,0.0,€6.00m,"['Left-Back', 'Left Midfield']","1,81 m",Left-Back
Luke Woolfenden,5.35,48.1,2.0,0.0,0.0,0.0,0.0,0.0227791075063746,0.0,208.0,28.0,258.0,26.252084369202677,60.0,42.0,14.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.25548610861945,6.0,44.0,2.0,45.08912619075505,178.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,6.0,0.0,0.0,0.0,32.0,0.0,4.0,4.0,236.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,20.0,16.0,0.0,88.0,0.0,0.0,0.0,0.0,84.0,110.0,0.0,0.0254024408432107,0.0,14.0,1508958.0,overall,8.0,0.0,€2.00m,"['Centre-Back', 'Right-Back']","1,93 m",Centre-Back
