,rating,totalRating,countRating,goals,bigChancesCreated,bigChancesMissed,assists,expectedAssists,goalsAssistsSum,accuratePasses,inaccuratePasses,totalPasses,accuratePassesPercentage,accurateOwnHalfPasses,accurateOppositionHalfPasses,accurateFinalThirdPasses,keyPasses,successfulDribbles,successfulDribblesPercentage,tackles,interceptions,yellowCards,directRedCards,redCards,accurateCrosses,accurateCrossesPercentage,totalShots,shotsOnTarget,shotsOffTarget,groundDuelsWon,groundDuelsWonPercentage,aerialDuelsWon,aerialDuelsWonPercentage,totalDuelsWon,totalDuelsWonPercentage,minutesPlayed,goalConversionPercentage,penaltiesTaken,penaltyGoals,penaltyWon,penaltyConceded,shotFromSetPiece,freeKickGoal,goalsFromInsideTheBox,goalsFromOutsideTheBox,shotsFromInsideTheBox,shotsFromOutsideTheBox,headedGoals,leftFootGoals,rightFootGoals,accurateLongBalls,accurateLongBallsPercentage,clearances,errorLeadToGoal,errorLeadToShot,dispossessed,possessionLost,possessionWonAttThird,totalChippedPasses,accurateChippedPasses,touches,wasFouled,fouls,hitWoodwork,ownGoals,dribbledPast,offsides,blockedShots,passToAssist,saves,cleanSheet,penaltyFaced,penaltySave,savedShotsFromInsideTheBox,savedShotsFromOutsideTheBox,goalsConcededInsideTheBox,goalsConcededOutsideTheBox,punches,runsOut,successfulRunsOut,highClaims,crossesNotClaimed,matchesStarted,penaltyConversion,setPieceConversion,totalAttemptAssist,totalContest,totalCross,duelLost,aerialLost,attemptPenaltyMiss,attemptPenaltyPost,attemptPenaltyTarget,totalLongBalls,goalsConceded,tacklesWon,tacklesWonPercentage,scoringFrequency,yellowRedCards,savesCaught,savesParried,totalOwnHalfPasses,totalOppositionHalfPasses,totwAppearances,expectedGoals,goalKicks,ballRecovery,id,type,appearances,goalsPrevented
Joe Aribo,7.08,173.6,4,2,0,0,0,0.8506270122497448,0,102,10,396,117.60106537282256,318,100,54,6,10,48,18,10,0,0,0,0,0,8,2,0,28,25.592194752307627,12,132.74886616935197,12,52.473578570200964,822,12.158902892297423,0,0,0,0,0,0,2,0,12,2,0,0,0,0,21.371936688497243,2,0,0,8,94,2,0,2,604,18,6,2,0,8,0,4,0,0,0,0,0,0,0,26,4,0,0,0,0,0,2,0,0,8,38,6,22,0,0,0,0,4,26,12,91.74339765872162,474,0,0,0,158,186,0,1.0639082291936544,0,44,1510366,overall,22,
Paul Onuachu,7.36,40.6,6,0,0,0,0,0.015426709928102881,0,10,12,16,18.797106249771034,10,0,0,0,6,16.019457274671765,0,0,0,0,0,0,0,0,0,0,10,0,2,47.89911230548046,30,104.36348626737204,176,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,30,0,0,0,8,36,0,0,0,124,6,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,2,0,0,0,0,0,0,0,18,26,0,0.1125800299891599,0,4,1622498,overall,0,
Taylor Harwood-Bellis,6.37,136.2,0,0,0,0,0,0.026953275687160244,0,1376,112,1134,48.1232982182954,882,450,32,10,0,22,8,14,0,0,0,0,0,6,0,0,22,77.29030845637209,30,38.364492988627276,44,13.668420552710806,406,17.297370654464668,0,0,0,0,0,0,0,0,2,0,0,0,0,52,50.51070111459755,88,0,0,4,188,0,10,14,420,0,8,0,0,6,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,12,0,0,6,0,4,10,18,0,0,0,104,10,6,25.557910839557493,566,0,0,0,224,418,2,1.1240063273601142,2,38,1510392,overall,20,
Christopher Nkunku,7.51,135.5,22,2,0,2,0,0.081829941464311,2,92,2,80,160.25420094557828,20,48,94,12,8,0.5383340607341509,4,2,0,0,0,0,0,0,0,8,0,50.38479727486279,6,36.155924780774626,8,12.143475679507823,6,12.844853895368477,0,0,0,0,0,0,0,0,8,4,0,0,0,0,168,0,0,0,4,8,0,2,2,70,2,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,2,0,0,0,4,0,8,2,0,0,0,0,4,2,128,266,0,0,0,12,62,0,4.570771964120011,0,4,1516472,overall,4,
Enzo Fernández,8.46,139.6,10,0,2,0,2,1.9491130689935168,6,946,150,788,59.240995873068485,114,216,222,16,0,98,8,2,0,0,0,8,27.093850211705092,6,4,2,62,62.851138923033304,0,29.92681692406499,48,71.89422269153357,522,6,0,0,0,0,0,0,2,0,8,6,0,0,0,32,65.78529957116683,6,0,2,8,250,4,2,6,984,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,4,22,78,2,0,0,0,26,8,8,57.14900940941331,494,0,0,0,92,104,0,0.10797261445320139,0,64,1516492,overall,20,
Mykhaylo Mudryk,5.94,89.5,4,0,0,0,0,0.8609990710132642,0,36,12,26,28.140283208212267,2,20,10,2,0,13.552718486436781,0,0,0,0,0,0,21.187932129125393,0,0,0,2,42,2,29.67498613785368,16,62.66727151392939,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,0,0,0,8,4,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,14,0,14,2,0,0,0,0,2,0,72,0,0,0,0,2,26,0,0.48573574104343326,0,2,1532716,overall,8,
Noni Madueke,6.43,85.4,14,2,2,12,0,1.636997500859823,6,178,0,70,151.40885296384977,6,272,72,6,22,9.922008599481089,16,0,4,0,0,2,28.6749509658075,82,38,22,14,38.82804441965142,4,36,78,27.78210547012403,1606,2.006365095347144,0,0,0,0,0,0,4,0,24,8,0,4,0,2,44,0,0,0,8,170,6,16,10,32,6,14,4,0,12,0,4,0,0,0,0,0,0,0,10,0,0,0,0,0,0,12,0,0,2,24,32,84,0,0,0,0,8,18,12,35.72134510854785,71.71628264188323,0,0,0,58,258,0,6.047139781996125,0,46,1532743,overall,10,
Roméo Lavia,6,16.8,4,0,0,0,0,0.10554575771015956,0,194,24,342,120.12658055537044,16,14,20,0,4,120.07039009531911,10,12,0,0,0,0,0,0,0,0,34,84.5687516737124,8,23.506825764238044,34,76.56458066270612,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10.378399888277784,2,0,0,8,30,0,2,4,52,0,2,0,0,10,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,4,6,6,66,0,0,0,0,54,0,0,0.038426179842757396,0,30,1516481,overall,2,
Kiernan Dewsbury-Hall,6.54,64.2,2,0,0,0,0,0.07755697407251208,0,74,2,68,66.45454807463959,2,18,10,0,0,174,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,64,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46.183328207404,2,0,0,0,8,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,2,44,0,,0,2,1516464,overall,8,
Reece James,6.72,8.7,4,0,0,0,0,0.2128051715962288,0,190,2,174,149.67977180830928,28,40,40,0,0,18,0,2,0,0,0,0,10.266859892671967,0,0,0,0,53.98721437793477,10,64,18,106.7914027904886,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,32,2,0,0,0,44,0,16,12,40,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,18,6,4,0,0,0,28,6,2,52,0,0,0,0,96,100,0,,0,10,1633403,overall,0,
Levi Colwill,7.98,15.2,16,0,0,0,0,1.6128305450770097,0,830,72,662,140.30628878102186,1010,416,86,2,2,32,2,8,0,0,0,0,0,2,0,0,40,44,2,68.56811558302945,54,3.740649597824728,34,0,0,0,0,0,0,0,0,0,4,0,0,0,0,60,60.0972084787725,70,0,0,4,92,0,14,16,892,0,6,0,0,2,0,0,0,0,2,0,0,0,0,18,2,0,0,0,0,0,10,0,0,4,0,0,40,10,0,0,0,94,8,10,125.89575003878932,0,0,0,0,724,640,0,0.3071789593576869,32,50,1516500,overall,8,
Malo Gusto,6.14,64.2,0,0,0,0,0,0.6178773401474115,0,324,88,470,132.47636333147517,300,204,102,12,0,44.84159143549445,30,2,2,0,0,0,9.04379749248642,0,0,6,64,97.4816889388196,4,61.44463725706831,24,82.47166463802131,934,0,0,0,0,0,0,0,0,0,2,12,0,0,0,6,99.22795320381576,14,0,0,8,26,4,18,14,990,4,8,0,0,4,0,4,0,0,0,0,0,0,0,14,0,0,0,0,0,0,6,0,0,8,10,6,68,0,0,0,0,44,0,26,102.53999574079216,0,0,0,0,212,212,0,1.275411039484218,0,32,1516498,overall,16,
Wesley Fofana,6.89,103.2,22,0,0,0,0,0.017286457032301777,0,260,112,468,128.90672033056427,190,120,108,4,6,48,8,10,6,0,0,0,0,0,0,2,40,96.064633271616,10,45.16349414316835,92,3.5127354344867285,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,30.443453050429383,38,0,2,0,166,0,4,8,226,0,36,0,0,12,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,6,0,0,0,8,0,22,10,0,0,0,56,14,10,49.27090950187876,0,0,0,0,110,262,0,0.28378088955521963,0,16,1516460,overall,2,
Benoît Badiashile,6.13,26.9,4,0,0,0,0,0.0029749022032645803,0,40,10,50,138.69591489141163,146,108,6,0,0,0,2,6,0,0,0,0,0,0,0,0,0,56.13179037642496,6,38,12,3.9374119326551806,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,80.16939644432405,4,0,0,0,14,0,0,2,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,0,2,88,0,0,0,0,128,34,0,,2,14,1633407,overall,0,
Filip Jørgensen,6.79,3.9,0,0,0,0,0,1.662756781863289e-05,0,6,0,28,28.40921262023606,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,18,4,0,,0,2,1684507,overall,0,0.9161681818662821
Moisés Caicedo,8.77,80.6,22,0,0,0,0,2.527107592958982,0,942,76,918,139.59238641860514,126,626,376,8,6,92,12,26,0,0,0,2,78,12,0,4,116,101.46811057820237,6,43.80208191204294,154,82.69609132925663,694,10.084263103496191,0,0,0,0,0,0,0,0,0,2,0,0,0,36,9.434753842828485,30,0,0,6,64,14,62,38,582,6,2,0,0,4,0,2,0,0,0,0,0,0,0,8,2,0,0,0,0,0,20,0,0,2,26,8,34,10,0,0,0,68,8,8,71.45725405072699,2466,0,0,0,590,658,0,0.6281058968141366,0,124,1516496,overall,18,
Robert Sánchez,6.45,36.2,2,0,0,0,0,0.02030265641570576,0,648,212,426,113.66242319160409,414,26,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,120,2,42,752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,2.024530840685692,0,4,0,0,80,0,10,28,810,0,2,0,0,0,0,0,0,80,2,6,0,38,0,10,2,4,22,12,0,0,0,0,0,0,0,0,2,0,0,0,0,248,26,0,0,0,0,0,14,302,70,0,,44,48,1516508,overall,24,1.7081153821974502
João Félix,6.99,10.1,14,0,2,0,0,0.11873112270181779,2,82,22,248,89.15057614676739,68,148,68,6,14,58.882259711206814,4,0,2,0,0,0,0,22,0,16,18,28.66634625758178,2,4,34,78,282,4.105742406825932,0,0,0,0,0,0,0,0,20,0,0,0,0,8,80.98916857858472,0,0,0,0,46,2,12,2,60,18,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,8,24,0,12,2,0,0,0,10,0,2,84.53612931141913,140,0,0,0,16,34,0,0.4392541888703221,0,14,1532728,overall,0,
Renato Veiga,7.28,23.5,4,0,0,0,0,0.15282953765302593,0,100,16,52,154.25023822983997,120,32,20,0,4,22,4,0,2,0,0,0,0,2,0,2,16,32,4,42,24,76,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,26.494649819603424,0,0,0,0,24,0,4,2,122,0,2,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,30,0,0,0,0,10,0,6,23.589942611100327,0,0,0,0,148,62,0,0.17496909072153416,0,14,1516470,overall,0,
Nicolas Jackson,7.58,102.3,24,14,4,4,2,0.17942169825455667,14,238,66,16,30.99698530962678,26,96,76,14,0,24.3149894961444,0,2,2,0,0,0,56,50,24,2,14,15.481872068265261,10,46,36,70.31220305403761,704,20.57267285452183,0,0,0,0,0,0,12,0,22,0,0,0,10,2,104,12,0,0,10,100,12,0,2,122,14,10,0,0,0,2,4,0,0,0,0,0,0,0,8,0,0,0,0,0,0,4,0,0,0,0,2,64,10,0,0,0,6,22,0,23.187162451364813,228.98508313770242,0,0,0,24,168,0,8.426867492613894,0,26,1516484,overall,6,
Marc Cucurella,7.75,174,12,0,0,0,0,0.9787558913361958,0,898,88,856,4.669405800626166,306,352,130,6,0,7.198980152019637,22,18,4,0,0,0,17.099333017482508,0,0,0,6,5.649974583057663,20,48.90975819411578,42,96,1812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32.495799911220324,14,0,0,4,34,2,10,6,736,4,14,0,0,8,0,0,0,0,4,0,0,0,0,14,0,0,0,0,0,0,18,0,0,2,4,20,38,18,0,0,0,4,2,14,98.15234865371028,0,0,0,0,542,208,0,0.04013063061792768,0,20,1516459,overall,2,
Beto,5.88,23.5,0,0,0,2,0,0.007127973586790105,0,2,8,0,5.90177492289731,10,4,0,0,0,10.193854360222218,0,0,0,0,0,0,0,0,4,4,10,10,8,28,14,8,256,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,68,2,0,0,0,18,0,0,0,6,6,6,0,0,0,4,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,12,0,38,16,0,0,0,0,10,0,0,168,0,0,0,12,4,0,0.07012649118571868,0,4,1510772,overall,2,
Abdoulaye Doucouré,5.67,56.8,4,0,0,0,0,0.6485397640581236,0,608,70,556,118.02218963961832,54,292,68,20,0,46,0,0,0,0,0,0,0,2,0,2,26,78.17574542180165,18,30,8,23.371636139376825,1496,0,0,0,0,0,0,0,0,0,2,2,0,0,0,10,15.848962069854316,6,0,0,0,162,16,2,10,96,0,2,0,0,0,6,0,0,0,2,0,0,0,0,18,0,0,0,0,0,0,18,0,0,20,8,2,14,2,0,0,0,20,20,4,56,0,0,0,0,160,154,0,0.09844962732618395,0,26,1510738,overall,12,
Idrissa Gueye,6.83,78,6,0,0,0,0,1.2386367398657978,0,776,80,412,104.82223194422832,84,44,136,6,6,29.42959139090142,18,8,2,0,0,2,24,0,0,0,96,90.15271732646096,8,59.40922903165958,124,39.277868119948586,432,0,0,0,0,0,0,0,0,0,2,12,0,0,0,12,116.65338293590807,4,0,0,28,52,2,14,14,1306,10,40,0,0,2,0,0,0,0,4,0,0,0,0,26,0,0,0,0,0,0,14,0,0,8,6,0,4,6,0,0,0,40,20,2,74.78471018481898,0,0,0,0,186,10,0,0.43202151583033843,0,44,1510726,overall,2,
Jesper Lindstrøm,7.21,117.7,0,0,2,0,0,0.41090122804721774,0,4,32,274,62.12432862496972,2,8,76,2,2,31.27975823225778,28,2,0,0,0,0,27.48367259961615,24,4,0,0,0.999463591136653,2,50,14,56.2714792433497,352,0,0,0,0,0,4,0,0,0,6,8,0,0,0,2,61.30745633718661,0,0,0,4,132,4,2,2,46,0,2,0,0,20,0,6,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,18,14,32,0,0,0,0,2,2,10,52,0,0,0,0,30,120,0,1.8384836025021456,0,16,1526999,overall,6,
Vitaliy Mykolenko,6.52,60.4,16,0,0,0,0,0.16864862666629304,0,282,106,380,57.276087865652016,96,66,36,0,2,56,4,12,0,0,0,0,10.287633286477405,6,0,4,50,23.152394057432346,28,101.29333925213402,96,89.07148401739286,912,0,0,0,0,0,0,0,0,0,0,2,0,0,0,24,43.78410297883964,44,0,0,4,228,0,10,0,1062,0,12,0,0,10,0,2,0,0,4,0,0,0,0,4,0,0,0,0,0,0,10,0,0,10,2,32,12,12,0,0,0,4,20,14,115.24257381494667,0,0,0,0,142,2,0,0.1368365445173439,0,20,1510742,overall,10,
Jarrad Branthwaite,5.53,12.8,8,0,0,0,0,0.012574194921148883,0,12,50,14,127.87418342203824,68,92,32,0,0,80.1579835258245,4,14,0,0,0,0,0,0,0,0,0,94.53038854995447,8,61.02838827529688,18,30.051601649061325,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18.826239693575126,14,0,0,0,38,0,16,2,334,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,18,0,0,0,0,38,0,2,18,0,0,0,0,120,104,0,0.01174027282157189,0,4,1607177,overall,2,
Ashley Young,7.61,57.6,4,0,2,0,0,0.7188739657863941,0,428,184,268,123.03552033637584,242,110,108,24,6,109.44249079642475,8,8,2,0,0,2,30,4,0,0,56,104.58789916489326,2,28.793140114795534,62,94.4583711587187,2032,8,0,0,0,0,0,0,0,0,0,2,0,0,0,56,55.51892498269136,32,0,0,0,104,0,48,12,876,0,12,0,0,4,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,8,0,4,28,8,38,2,4,0,0,0,134,14,0,68.78222093458284,1556,0,0,0,262,438,2,0.3077347808376988,0,84,1510732,overall,0,
James Tarkowski,7.21,80.9,24,0,0,0,0,1.8171970803175188,0,68,148,454,34.1273805307499,308,284,14,10,6,110.51689016832657,8,8,2,0,0,0,0,4,2,4,6,39.83299578037489,24,139.53020200373152,6,80.62281068835162,90,0,0,0,0,0,0,0,0,0,2,0,0,0,0,52,85.34983173475729,20,0,0,0,16,2,94,24,372,8,16,0,0,4,0,2,0,0,6,0,0,0,0,12,0,0,0,0,0,0,10,0,0,2,6,0,26,8,0,0,0,42,18,30,72.17689869455651,0,0,0,0,240,20,2,0.7007658786306822,2,18,1510776,overall,8,
Jake O'Brien,7.6,8,0,0,0,0,0,0.006616061663123043,0,24,0,16,18.299316274898274,2,6,0,0,0,27.6850947773951,0,0,0,0,0,0,0,0,0,0,4,22,0,0,4,24,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,128,0,0,0,0,6,6,0,,0,0,1586305,overall,2,
Séamus Coleman,7.34,7.4,0,0,0,0,0,0.004312214305872993,0,22,0,50,29.599339327108552,14,16,2,0,0,4,0,0,0,0,0,0,0,0,0,0,4,18,0,60,6,29.188186085209935,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,18,0,2,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,2,0,0,0,0,0,0,20,26,0,0.330289017944588,0,6,1541637,overall,0,
Nathan Patterson,0,8,0,0,0,0,0,0.20225710561258375,0,10,0,14,42.100478019757006,2,8,2,0,0,0,0,0,0,0,0,0,96,0,0,0,0,44,0,0,0,126,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,,0,0,1681683,overall,0,
Armando Broja,5.85,5.5,0,0,0,0,0,0.015276532207740577,0,2,0,0,84.96630937542292,0,2,0,0,0,12.038821573928885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,,0,0,1684510,overall,0,
Iliman Ndiaye,6.02,181.7,6,2,0,0,0,0.547679669995434,2,356,36,316,142,8,212,116,12,42,37.48694911446451,32,0,0,0,0,8,59.06251803712593,14,10,6,0,43.4637940202487,2,38,42,52.33240541353862,1672,12.58587644778369,0,0,0,0,0,0,0,0,6,4,0,0,0,4,106,0,0,0,14,108,4,0,0,838,28,14,0,0,18,8,0,0,0,6,0,0,0,0,10,0,0,0,0,0,0,22,0,0,0,80,20,78,6,0,0,0,18,22,22,4.493118939888809,238,0,0,0,176,30,0,0.4491966422785574,0,162,1510784,overall,8,
Jordan Pickford,6.24,46.3,8,0,0,0,0,0.09777675787039461,0,536,292,700,58.71003636594737,200,30,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,12,2,88,1288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,10.818164458352953,16,0,0,0,96,0,76,54,896,0,0,0,0,0,0,0,0,26,6,0,0,16,16,12,0,2,6,10,10,0,2,0,0,0,0,0,0,0,0,0,0,518,30,0,0,0,0,0,4,296,566,0,,68,108,1510750,overall,16,-0.6678175942396374
Miguel Almirón,7.97,27,2,0,0,0,0,0.18692757291169543,0,50,2,52,74.45560514071217,4,22,4,0,0,0,0,0,0,0,0,0,0,6,0,2,0,56,0,0,0,9.379338532793302,94,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,58,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,2,2,0,40,0,0,0,0,4,26,0,0.6410935456647482,0,2,1532694,overall,8,
Callum Wilson,5.75,22.2,0,0,0,0,0,0.0016920930773157968,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.41088611802192,0,0,2,9.80784891873116,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,40,0,0,0,0,2,0,0,,0,2,1674803,overall,2,
Bruno Guimarães,6.07,119.2,16,0,4,0,0,2.393105629994798,2,586,16,238,6.117120911126548,494,78,10,18,30,15.62657600317526,8,10,0,0,0,0,68,10,8,10,208,80.58936739335806,6,8.60107384632451,216,6.68511969555604,2306,0,0,0,0,0,0,0,0,0,2,6,0,0,0,40,28.544823645077408,2,0,0,56,78,12,16,56,714,40,2,0,0,16,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,24,38,8,50,8,0,0,0,120,0,6,54.474418962089544,0,0,0,0,48,312,0,1.6426456953424196,0,128,1510346,overall,0,
Sandro Tonali,7.17,112.8,2,0,0,0,0,0.4049519823494336,0,196,38,72,22.722792482262506,24,158,50,6,2,92,6,4,2,0,0,0,8.963511748113163,8,0,0,64,96.50478052922632,2,12.48128420883354,66,29.78926904489088,540,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,43.92335300534041,16,0,0,8,54,0,24,2,530,20,10,0,0,2,0,4,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,6,18,0,20,4,0,0,0,14,12,4,125.87355354718062,0,0,0,0,8,222,0,0.3346189523347709,0,48,1546555,overall,4,
Joelinton,6.43,36,22,0,0,0,0,0.4084395511782253,2,692,162,510,161.19647259322102,80,268,14,2,6,34,44,0,6,0,0,0,4.232113342229013,2,2,0,12,66.57830365870939,50,98.96549407289176,30,26.167897291512595,1636,2.645710827363189,0,0,0,0,0,0,2,0,12,6,0,0,0,4,62,42,0,0,6,70,2,22,0,336,30,0,0,0,10,2,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,2,0,0,16,8,2,6,16,0,0,0,28,26,26,119.13926620702343,863.948055326422,0,0,0,264,616,0,1.9184332755972138,0,32,1510378,overall,18,
Kieran Trippier,6.41,44.1,10,0,0,0,0,0.2817541118643758,0,280,36,364,110.86157167982684,154,24,16,0,0,46,8,0,0,0,0,8,40.96664462066143,0,0,0,6,26.01102866369297,6,39.57985189181334,36,53.013452486198574,584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,89.55913473814337,4,0,0,0,32,0,18,12,306,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,10,0,0,0,0,0,0,2,0.7201190144096827,0,0,0,0,36,48,0,0.01639396582562621,0,6,1532696,overall,2,
Dan Burn,5.62,31.4,16,0,0,0,0,0.32133583041149893,0,182,16,322,173.7628290603235,540,136,24,2,0,0,20,14,4,0,0,0,0,14,2,0,32,86.39681539963055,44,121.13906326631849,122,55.34304722202889,618,0,0,0,0,0,0,0,0,0,8,0,0,0,0,10,46.55664504741456,82,0,0,0,10,0,24,6,644,8,12,0,0,6,2,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,10,0,0,2,0,0,4,16,0,0,0,64,24,12,115.25359021621347,0,0,0,0,912,242,0,0.5549994874316873,2,42,1510348,overall,20,
Emil Krafth,7.66,37.8,2,0,0,0,0,0.0030892273320453512,0,116,18,62,112.29768579054135,12,4,4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,57.00948948501731,4,107.76260060489989,2,8,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38.297225876314556,6,0,0,0,20,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,6,2,0,78,0,0,0,0,60,8,0,0.056813343209206404,0,8,1510376,overall,2,
Nick Pope,7.96,148.4,18,0,0,0,0,0.0013445405824344678,0,240,2,556,110.91847770374672,188,2,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,6,130.79013574113878,2,75.0605512872418,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,23.60920620731797,44,2,0,0,180,0,2,0,808,0,0,0,0,0,0,0,0,76,2,0,0,28,32,26,0,18,18,16,0,0,10,0,0,0,0,0,0,0,0,0,0,104,26,0,0,0,0,0,6,44,96,0,,110,148,1510358,overall,12,0.25395557875289887
William Osula,6.19,18.9,0,0,0,0,0,0.00010504169566034287,0,0,0,2,32,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,7.2916504152382515,0,60,0,62,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1597392,overall,2,
Alexander Isak,7.73,23,16,4,4,0,0,1.1280146298588165,0,54,14,202,81.33536647727374,8,142,110,12,12,67.07111217653002,6,0,0,0,0,0,20.502554731524747,22,12,14,22,11.55012618621462,2,21.801280860036023,46,28.491360872865737,1078,9.962347820714172,0,0,0,0,0,0,4,0,4,12,0,0,2,0,10.822720186662082,6,0,0,26,234,10,4,4,116,6,12,0,0,0,6,20,0,0,0,0,0,0,0,12,0,0,0,0,0,0,22,0,0,0,4,8,64,22,0,0,0,8,26,0,26,99.43078675163076,0,0,0,74,196,0,8.341003008367283,0,4,1510388,overall,8,
